id,time,InfectionLevel11,dead1,infected1,naive1,patientFlowOver11,patientFlowOver21,patient_severe_critical1,vaccinated1
2454,51/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2455,51/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2456,51/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2457,51/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2458,51/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2459,51/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2460,51/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2461,51/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2462,51/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2463,51/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2464,51/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2465,51/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2466,51/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2467,51/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2468,51/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2469,51/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2470,51/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2471,51/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2472,51/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2473,51/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2474,51/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2475,51/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2476,51/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2477,51/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2478,51/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2479,51/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2480,51/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2481,51/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2482,51/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2483,51/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2484,51/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2485,51/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2486,51/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2487,51/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2488,51/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2489,51/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2490,51/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2491,51/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2492,51/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2493,51/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2494,51/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2495,51/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2496,52/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2497,52/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2498,52/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2499,52/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2500,52/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2501,52/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2502,52/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2503,52/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2504,52/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2505,52/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2506,52/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2507,52/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2508,52/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2509,52/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2510,52/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2511,52/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2512,52/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2513,52/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2514,52/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2515,52/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2516,52/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2517,52/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2518,52/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2519,52/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2520,52/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2521,52/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2522,52/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2523,52/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2524,52/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2525,52/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2526,52/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2527,52/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2528,52/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2529,52/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2530,52/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2531,52/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2532,52/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2533,52/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2534,52/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2535,52/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2536,52/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2537,52/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2538,52/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2539,52/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2540,52/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2541,52/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2542,52/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2543,52/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2544,53/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2545,53/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2546,53/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2547,53/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2548,53/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2549,53/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2550,53/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2551,53/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2552,53/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2553,53/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2554,53/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2555,53/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2556,53/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2557,53/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2558,53/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2559,53/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2560,53/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2561,53/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2562,53/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2563,53/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2564,53/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2565,53/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2566,53/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2567,53/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2568,53/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2569,53/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2570,53/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2571,53/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2572,53/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2573,53/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2574,53/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2575,53/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2576,53/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2577,53/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2578,53/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2579,53/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2580,53/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2581,53/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2582,53/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2583,53/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2584,53/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2585,53/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2586,53/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2587,53/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2588,53/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2589,53/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2590,53/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2591,53/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2592,54/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2593,54/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2594,54/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2595,54/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2596,54/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2597,54/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2598,54/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2599,54/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2600,54/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2601,54/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2602,54/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2603,54/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2604,54/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2605,54/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2606,54/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2607,54/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2608,54/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2609,54/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2610,54/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2611,54/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2612,54/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2613,54/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2614,54/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2615,54/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2616,54/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2617,54/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2618,54/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2619,54/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2620,54/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2621,54/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2622,54/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2623,54/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2624,54/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2625,54/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2626,54/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2627,54/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2628,54/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2629,54/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2630,54/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2631,54/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2632,54/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2633,54/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2634,54/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2635,54/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2636,54/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2637,54/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2638,54/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2639,54/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2640,55/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2641,55/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2642,55/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2643,55/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2644,55/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2645,55/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2646,55/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2647,55/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2648,55/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2649,55/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2650,55/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2651,55/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2652,55/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2653,55/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2654,55/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2655,55/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2656,55/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2657,55/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2658,55/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2659,55/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2660,55/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2661,55/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2662,55/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2663,55/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2664,55/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2665,55/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2666,55/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2667,55/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2668,55/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2669,55/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2670,55/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2671,55/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2672,55/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2673,55/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2674,55/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2675,55/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2676,55/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2677,55/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2678,55/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2679,55/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2680,55/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2681,55/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2682,55/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2683,55/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2684,55/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2685,55/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2686,55/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2687,55/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2688,56/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2689,56/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2690,56/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2691,56/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2692,56/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2693,56/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2694,56/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2695,56/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2696,56/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2697,56/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2698,56/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2699,56/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2700,56/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2701,56/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2702,56/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2703,56/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2704,56/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2705,56/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2706,56/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2707,56/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2708,56/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2709,56/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2710,56/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2711,56/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2712,56/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2713,56/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2714,56/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2715,56/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2716,56/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2717,56/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2718,56/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2719,56/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2720,56/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2721,56/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2722,56/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2723,56/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2724,56/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2725,56/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2726,56/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2727,56/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2728,56/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2729,56/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2730,56/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2731,56/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2732,56/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2733,56/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2734,56/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2735,56/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2736,57/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2737,57/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2738,57/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2739,57/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2740,57/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2741,57/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2742,57/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2743,57/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2744,57/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2745,57/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2746,57/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2747,57/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2748,57/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2749,57/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2750,57/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2751,57/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2752,57/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2753,57/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2754,57/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2755,57/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2756,57/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2757,57/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2758,57/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2759,57/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2760,57/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2761,57/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2762,57/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2763,57/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2764,57/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2765,57/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2766,57/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2767,57/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2768,57/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2769,57/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2770,57/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2771,57/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2772,57/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2773,57/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2774,57/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2775,57/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2776,57/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2777,57/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2778,57/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2779,57/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2780,57/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2781,57/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2782,57/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2783,57/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
2784,58/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
