id,time,InfectionLevel11,dead1,infected1,naive1,patientFlowOver11,patientFlowOver21,patient_severe_critical1,vaccinated1
6539,136/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6540,136/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6541,136/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6542,136/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6543,136/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6544,136/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6545,136/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6546,136/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6547,136/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6548,136/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6549,136/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6550,136/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6551,136/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6552,136/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6553,136/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6554,136/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6555,136/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6556,136/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6557,136/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6558,136/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6559,136/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6560,136/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6561,136/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6562,136/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6563,136/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6564,136/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6565,136/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6566,136/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6567,136/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6568,136/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6569,136/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6570,136/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6571,136/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6572,136/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6573,136/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6574,136/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6575,136/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6576,137/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6577,137/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6578,137/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6579,137/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6580,137/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6581,137/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6582,137/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6583,137/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6584,137/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6585,137/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6586,137/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6587,137/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6588,137/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6589,137/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6590,137/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6591,137/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6592,137/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6593,137/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6594,137/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6595,137/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6596,137/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6597,137/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6598,137/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6599,137/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6600,137/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6601,137/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6602,137/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6603,137/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6604,137/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6605,137/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6606,137/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6607,137/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6608,137/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6609,137/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6610,137/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6611,137/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6612,137/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6613,137/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6614,137/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6615,137/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6616,137/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6617,137/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6618,137/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6619,137/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6620,137/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6621,137/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6622,137/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6623,137/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6624,138/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6625,138/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6626,138/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6627,138/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6628,138/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6629,138/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6630,138/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6631,138/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6632,138/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6633,138/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6634,138/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6635,138/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6636,138/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6637,138/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6638,138/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6639,138/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6640,138/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6641,138/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6642,138/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6643,138/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6644,138/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6645,138/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6646,138/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6647,138/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6648,138/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6649,138/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6650,138/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6651,138/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6652,138/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6653,138/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6654,138/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6655,138/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6656,138/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6657,138/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6658,138/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6659,138/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6660,138/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6661,138/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6662,138/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6663,138/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6664,138/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6665,138/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6666,138/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6667,138/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6668,138/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6669,138/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6670,138/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6671,138/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6672,139/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6673,139/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6674,139/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6675,139/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6676,139/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6677,139/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6678,139/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6679,139/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6680,139/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6681,139/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6682,139/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6683,139/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6684,139/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6685,139/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6686,139/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6687,139/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6688,139/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6689,139/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6690,139/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6691,139/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6692,139/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6693,139/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6694,139/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6695,139/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6696,139/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6697,139/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6698,139/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6699,139/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6700,139/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6701,139/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6702,139/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6703,139/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6704,139/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6705,139/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6706,139/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6707,139/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6708,139/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6709,139/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6710,139/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6711,139/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6712,139/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6713,139/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6714,139/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6715,139/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6716,139/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6717,139/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6718,139/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6719,139/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6720,140/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6721,140/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6722,140/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6723,140/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6724,140/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6725,140/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6726,140/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6727,140/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6728,140/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6729,140/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6730,140/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6731,140/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6732,140/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6733,140/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6734,140/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6735,140/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6736,140/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6737,140/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6738,140/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6739,140/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6740,140/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6741,140/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6742,140/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6743,140/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6744,140/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6745,140/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6746,140/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6747,140/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6748,140/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6749,140/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6750,140/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6751,140/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6752,140/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6753,140/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6754,140/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6755,140/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6756,140/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6757,140/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6758,140/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6759,140/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6760,140/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6761,140/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6762,140/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6763,140/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6764,140/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6765,140/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6766,140/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6767,140/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6768,141/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6769,141/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6770,141/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6771,141/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6772,141/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6773,141/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6774,141/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6775,141/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6776,141/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6777,141/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6778,141/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6779,141/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6780,141/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6781,141/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6782,141/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6783,141/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6784,141/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6785,141/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6786,141/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6787,141/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6788,141/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6789,141/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6790,141/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6791,141/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6792,141/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6793,141/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6794,141/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6795,141/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6796,141/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6797,141/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6798,141/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6799,141/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6800,141/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6801,141/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6802,141/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6803,141/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6804,141/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6805,141/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6806,141/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6807,141/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6808,141/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6809,141/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6810,141/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6811,141/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6812,141/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6813,141/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6814,141/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6815,141/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6816,142/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6817,142/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6818,142/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6819,142/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6820,142/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6821,142/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6822,142/03:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6823,142/03:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6824,142/04:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6825,142/04:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6826,142/05:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6827,142/05:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6828,142/06:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6829,142/06:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6830,142/07:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6831,142/07:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6832,142/08:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6833,142/08:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6834,142/09:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6835,142/09:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6836,142/10:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6837,142/10:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6838,142/11:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6839,142/11:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6840,142/12:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6841,142/12:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6842,142/13:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6843,142/13:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6844,142/14:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6845,142/14:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6846,142/15:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6847,142/15:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6848,142/16:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6849,142/16:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6850,142/17:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6851,142/17:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6852,142/18:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6853,142/18:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6854,142/19:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6855,142/19:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6856,142/20:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6857,142/20:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6858,142/21:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6859,142/21:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6860,142/22:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6861,142/22:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6862,142/23:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6863,142/23:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6864,143/00:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6865,143/00:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6866,143/01:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6867,143/01:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6868,143/02:00,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
6869,143/02:30,0.0,0.0,20.0,9980.0,0.0,0.0,0.0,0.0
